"type","Rank_metric","Feature_set","ES","NES","p_value","Position_at_max","FDR_q_value","Leading_edge","minusLogP","minusLogFDR","sig"
"H520","Input","KEGG_FOLATE_BIOSYNTHESIS",-0.27945,-1.02,0.404,15141,0.727,"ALPG, ALPL, ALPP, QDPR, SPR, FPGS",0.393618634889395,0.138465589140962,FALSE
"H520","Input","KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM",-0.22115,-0.776,0.737,16567,0.91,"FPGT, PFKFB4, MTMR6, PFKL, PHPT1, GMPPA, PFKFB2, PFKP",0.132532512140949,0.0409586076789064,FALSE
"H520","Input","KEGG_GALACTOSE_METABOLISM",-0.38693,-1.39,0.121,17740,0.727,"GLB1, B4GALT1, GALK1, GALE, PFKP, PGM1",0.91721462968355,0.138465589140962,FALSE
"H520","Input","KEGG_GAP_JUNCTION",0.32333,0.896,0.625,3267,0.977,"HTR2C, TUBB2B, MAP2K5, ADCY7, ITPR1, MAP2K1, TUBB2A, MAP2K2, MAP3K2, GNA11, CDK1, RAF1, ADRB1, PRKG2, SOS1, PRKX, ADCY1, PRKACB",0.204119982655925,0.0101054362812269,FALSE
"H520","Input","KEGG_GLIOMA",0.31251,0.877,0.642,6125,1,"IGF1, MAP2K1, MAP2K2, PIK3CA, BRAF, RAF1, MTOR, SOS1, E2F2, PIK3CB, CALML5, CDKN2A, SOS2, PIK3R2, AKT2, E2F1, RB1, CAMK2G, TGFA, CDK6, CALML6, EGF, MAPK1, E2F3, CALML3, CAMK2A, CALM3, PIK3R3",0.192464971931147,0,FALSE
"H520","Input","KEGG_GLUTATHIONE_METABOLISM",0.24475,0.681,0.921,2025,1,"SMS, GPX2, GSTA4, GCLC, TXNDC12, IDH1",0.0357403698031511,0,FALSE
"H520","Input","KEGG_GLYCEROLIPID_METABOLISM",0.40483,1.13,0.271,2416,0.838,"AKR1A1, LIPC, LCLAT1, DGKQ, DGKG, ALDH2, AGPAT4, GK, ALDH9A1, LPL",0.567030709125594,0.0767559813697235,FALSE
"H520","Input","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM",-0.23019,-0.811,0.689,17148,0.878,"DGKH, LCAT, ACHE, AGPAT3, PISD, GPD2, PLPP1, LYPLA2, PCYT2, PLPP3, MBOAT7, AGPAT2, PLD1, DGKA, GPD1L",0.161780778092374,0.0565054840938974,FALSE
"H520","Input","KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM",0.46351,1.29,0.12,2770,0.631,"PIPOX, PSPH, PHGDH, SHMT2, MAOB, CBS, CHDH, PSAT1",0.920818753952375,0.199970640755866,FALSE
"H520","Input","KEGG_GLYCOLYSIS_GLUCONEOGENESIS",0.22013,0.609,0.953,4876,1,"AKR1A1, PCK2, ALDH3A1, ALDH2, PDHA1, ALDH9A1, HK2, ADH5, ALDH3A2, DLAT, ENO3, ALDOB, ALDH7A1, ADH6",0.0209070993616736,0,FALSE
"H520","Input","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE",-0.23729,-0.872,0.628,16826,0.8,"XYLT1, CHST11, UST, CHST3, CHPF2",0.202040356262804,0.0969100130080564,FALSE
"H520","Input","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE",0.26186,0.73,0.873,3513,1,"NDST2, B3GAT3, HS6ST1, GLCE, HS2ST1",0.0589857562944303,0,FALSE
"H520","Input","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE",-0.34902,-1.23,0.184,17016,0.698,"B3GNT7, ST3GAL1, B4GAT1, B3GNT2, FUT8, B4GALT1",0.735182176990464,0.156144577376839,FALSE
"H520","Input","KEGG_GLYCOSAMINOGLYCAN_DEGRADATION",-0.28559,-1,0.333,12993,0.722,"NAGLU, HEXA, GUSB, HYAL4, SGSH, HYAL2, IDS, HGSNAT, HPSE, GLB1, HEXB, GNS, GALNS",0.47755576649368,0.141462802430361,FALSE
"H520","Input","KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES",-0.51121,-1.79,0.0198,16108,1,"ST3GAL5, ST8SIA1, ST3GAL1, GLB1, HEXB, ST6GALNAC4, ST6GALNAC6",1.70333480973847,0,FALSE
"H520","Input","KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES",-0.30192,-1.05,0.33,16360,0.683,"ST8SIA1, B3GALT5, GBGT1, ST3GAL1, NAGA, HEXB",0.481486060122112,0.165579296318467,FALSE
"H520","Input","KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES",0.50207,1.42,0.0773,2431,0.65,"B3GALT2, FUT1, B4GALT2, ST3GAL3, FUT7, FUT4, FUT9",1.11182050608168,0.187086643357144,FALSE
"H520","Input","KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS",0.50654,1.41,0.072,5032,0.564,"PIGM, PIGX, PIGG, PIGQ, PIGH, PIGS, PIGA, PIGP, PIGN, PIGO, PGAP1, PIGV, PIGW",1.14266750356873,0.248720896016658,FALSE
"H520","Input","KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM",0.61907,1.72,0.00777,4790,0.388,"HAO2, MTHFD2, PGP, MTHFD1L, AFMID, MTHFD2L, HYI, GRHPR",2.10957898119909,0.411168274405793,FALSE
"H520","Input","KEGG_GNRH_SIGNALING_PATHWAY",0.26844,0.749,0.818,4479,1,"ADCY7, ITPR1, MAP2K1, ATF4, MAP2K7, MAP2K2, MAP3K4, MAP3K2, GNA11, MAP2K6, RAF1, MAPK9, SOS1, PLA2G12A, PRKX, ADCY1, PRKACB, CALML5, PLA2G3, SOS2, PLCB1, CAMK2G, MAP2K4",0.087246696328677,0,FALSE
"H520","Input","KEGG_GRAFT_VERSUS_HOST_DISEASE",0.26891,0.74,0.863,438,1,"PRF1",0.0639892042847904,0,FALSE
"H520","Input","KEGG_HEDGEHOG_SIGNALING_PATHWAY",0.34723,0.965,0.521,5660,0.909,"BMP8A, SHH, CSNK1G3, BMP8B, WNT11, CSNK1G2, PTCH2, BMP7, CSNK1G1, PRKX, PRKACB, GSK3B, BMP4, WNT8B, FBXW11, RAB23, PRKACA, WNT5A, PTCH1, STK36, CSNK1E",0.283162276700476,0.0414361167780325,FALSE
"H520","Input","KEGG_HEMATOPOIETIC_CELL_LINEAGE",-0.29731,-1.07,0.337,15170,0.762,"ITGA1, TNF, CD1D, CSF1R, ITGA2, ITGAM, FCGR1A, CD55, ITGA2B, CD22, CD36, IL1A, CSF2, ANPEP, ITGA4, IL7, CD9, IL1B, CSF2RA, CD37, IL7R, IL6, ITGB3, ITGA5, IL6R, CD59, CSF1, ITGA3, IL4R",0.472370099128661,0.1180450286604,FALSE
"H520","Input","KEGG_HISTIDINE_METABOLISM",0.43296,1.21,0.188,2218,0.738,"LCMT1, MAOB, ALDH3A1, ALDH2, ALDH9A1, LCMT2, CNDP1",0.72584215073632,0.131943638176958,FALSE
"H520","Input","KEGG_HOMOLOGOUS_RECOMBINATION",0.50465,1.4,0.0763,5713,0.533,"POLD3, MUS81, RAD51C, RAD54B, RAD51B, RAD51, EME1, RAD50, BLM, XRCC2, RAD54L, RAD52, MRE11, RPA4, XRCC3, BRCA2, POLD2, RPA2",1.11747546204512,0.273272790973428,FALSE
"H520","Input","KEGG_HUNTINGTONS_DISEASE",0.3802,1.06,0.361,5916,0.879,"UCP1, NDUFS5, SOD1, ITPR1, SLC25A4, POLR2D, AP2B1, NDUFS7, POLR2G, CREB1, NDUFB10, POLR2H, COX4I1, UQCR11, NRF1, SDHB, NDUFA2, SP1, TBP, VDAC2, TFAM, NDUFA10, VDAC1, POLR2C, CREBBP, ATP5F1D, DCTN4, NDUFA9, POLR2E, COX7C, COX7A2L, NDUFA7, SIN3A, SLC25A5, ATP5F1C, UQCRQ, PPID, AP2M1, NDUFA4L2, COX5A, NDUFAB1, NDUFC2, ATP5MC3, NDUFB6, POLR2J, PLCB1, NDUFB7, CREB3L4, UQCRC2, NDUFS6, POLR2K, NDUFA4, NDUFS3, REST, NDUFA1, UQCRHL, NDUFB9, CYC1, EP300, HDAC2, NDUFB1, NDUFC1, UQCRB, ATP5F1A, DNAH1, NDUFV1, NDUFB5, AP2A2, CREB3, DCTN1, POLR2I, HAP1, HIP1, TBPL1",0.442492798094342,0.0560111249262281,FALSE
"H520","Input","KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM",-0.34828,-1.26,0.172,14536,0.68,"ITGA7, SGCD, ITGA10, TNNT2, ACE, ITGA1, TNF, SGCA, TNNC1, CACNG7, DES, ITGA2, ITGB5, CACNA2D4, ITGA2B, ITGA11, CACNA1C, CACNG6, ACTG1, CACNG4, ITGA4, CACNG8, ITGAV, ITGB8, IL6, ITGB6, ITGB3, TNNI3, CACNA2D1, TGFB3, TPM1, ITGA5, LMNA, DAG1, ITGB1, TGFB1, TPM2, ACTB, ITGA3, CACNB3, PRKAG2",0.764471553092451,0.167491087293764,FALSE
"H520","Input","KEGG_INOSITOL_PHOSPHATE_METABOLISM",0.29103,0.815,0.748,5884,1,"PIP4K2B, MIOX, PIK3CA, OCRL, INPPL1, PIK3CB, PIKFYVE, PIK3C3, CDIPT, INPP5J, PLCD4, PIK3C2A, ITPKB, PLCB1, ALDH6A1, IMPA1, PIK3C2B, PI4KB, PIP5K1A, INPP5B, PIP5K1C, INPP5E, IPMK, INPP4A",0.126098402135539,0,FALSE
"H520","Input","KEGG_INSULIN_SIGNALING_PATHWAY",0.36694,1.03,0.41,4093,0.823,"EIF4EBP1, PHKB, PPP1R3B, MKNK2, MAP2K1, MAP2K2, SOCS4, SORBS1, PCK2, TSC2, PYGM, PIK3CA, PPP1CC, PDPK1, FLOT2, ACACA, BRAF, PHKA2, EIF4E, RAF1, MAPK9, MTOR, PHKA1, CBL, SOS1, EIF4E2, PIK3CB, PRKX, PRKAG1, HK2, PRKACB, RPS6KB2, PDE3B, CALML5, RPS6, SOCS1, PPP1CB, GSK3B, SOS2, PIK3R2, AKT2, PRKAB2, PHKG2",0.387216143280265,0.0846001647877302,FALSE
"H520","Input","KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION",0.33611,0.929,0.576,597,0.944,"CCL27, MADCAM1, CXCR4",0.239577516576788,0.025028005701931,FALSE
"H520","Input","KEGG_JAK_STAT_SIGNALING_PATHWAY",-0.20307,-0.725,0.853,16023,0.878,"IL13RA2, CCND2, AKT3, IL15, STAM2, CSF2, JAK3, CBLC, LEPR, IFNAR2, IL7, CSF2RA, SOCS2, STAT4, IL7R, IL6, CCND3, IFNGR1, STAT5A, STAM, CTF1, IL12A, PIAS3, JAK1, SPRY1, STAT5B, CISH, PIK3CD, IL6R, OSMR, LIF, IL6ST, CLCF1, SOCS3, IL4R, STAT6",0.069050968832477,0.0565054840938974,FALSE
"H520","Input","KEGG_LEISHMANIA_INFECTION",-0.36403,-1.36,0.0706,15651,0.715,"ITGAM, STAT1, NFKBIA, FCGR1A, FOS, FCGR2A, IL1A, ITGA4, TLR4, NCF2, IL1B, PTGS2, ITGB2, IFNGR1, MAPK11, TGFB3, C3, IL12A, JAK1, ITGB1, TGFB1",1.1511952989482,0.145693958198919,FALSE
"H520","Input","KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION",-0.35323,-1.3,0.117,14879,0.708,"CLDN4, CLDN14, ACTN1, CDH5, VCAM1, CLDN22, PIK3R1, ACTN2, MMP9, CYBB, JAM2, CLDN16, CXCL12, ITGAM, EZR, PRKCG, ESAM, ACTG1, ITGA4, BCAR1, NCF2, THY1, RAPGEF3, RAP1B, CLDN9, ITGB2, PLCG2, RASSF5, SIPA1, VAV3, PRKCA, MAPK11, PTK2B, RAP1A, VAV2, MYL12A, MYL9, RAC2, VCL, CLDN1, ICAM1, PIK3CD, ITGB1, MYL12B, CDC42, ACTB, RHOA, PXN, VASP, CD99",0.931814138253838,0.149966742310231,FALSE
"H520","Input","KEGG_LIMONENE_AND_PINENE_DEGRADATION",0.63758,1.75,0.011,5612,0.639,"ALDH2, ALDH9A1, HADHA, ALDH3A2, ALDH7A1, EHHADH, YOD1, NAA80",1.95860731484178,0.1944991418416,FALSE
"H520","Input","KEGG_LINOLEIC_ACID_METABOLISM",0.16716,0.476,0.998,14427,1,"PLA2G12A, PLA2G3, CYP3A4, PLA2G6, CYP3A7, PLA2G4B, PLA2G4E, CYP2J2, PLA2G10, PLA2G4A, CYP2C9, PLA2G2E, PLA2G2D, PLA2G2A, CYP2C18, PLA2G12B, CYP1A2, CYP3A43, PLA2G5, PLA2G2C, PLA2G2F, CYP3A5, CYP2C19, ALOX15, CYP2C8, PLA2G1B, AKR1B10",0.000869458712628891,0,FALSE
"H520","Input","KEGG_LONG_TERM_DEPRESSION",0.38407,1.07,0.359,2535,0.91,"IGF1, ITPR1, PPP2CA, MAP2K1, MAP2K2, BRAF, GNA11, RAF1, PRKG2, PPP2R1B, PLA2G12A",0.444905551421681,0.0409586076789064,FALSE
"H520","Input","KEGG_LONG_TERM_POTENTIATION",0.34937,0.991,0.48,6008,0.892,"ITPR1, MAP2K1, ATF4, MAP2K2, RPS6KA6, PPP1CC, BRAF, RAF1, CREBBP, PPP3R1, RPS6KA2, PRKX, ADCY1, PRKACB, CALML5, PPP1CB, PLCB1, CAMK2G, PRKACA, CALML6, EP300, MAPK1, CALML3, CAMK2A, CALM3",0.318758762624413,0.0496351456238769,FALSE
"H520","Input","KEGG_LYSINE_DEGRADATION",0.54166,1.52,0.0445,6899,0.593,"PIPOX, NSD3, KMT5A, NSD2, DOT1L, NSD1, ALDH2, SETD1A, ALDH9A1, HADH, HADHA, SETDB1, SETD1B, ALDH3A2, SUV39H2, ALDH7A1, DLST, EHHADH, KMT5C, ASH1L, ACAT1, SETDB2, AASDH, GCDH, KMT5B, PLOD3, EHMT2, ECHS1, EHMT1, SUV39H1",1.35163998901907,0.226945306635737,FALSE
"H520","Input","KEGG_LYSOSOME",-0.3038,-1.05,0.354,16611,0.683,"NAGPA, AP3B1, PLA2G15, LAMP1, SUMF1, ACP5, SLC11A1, M6PR, AP1S3, LAPTM4A, CLN5, GM2A, CTSV, NAGA, SMPD1, CTSL, LGMN, GLB1, HEXB, GNS, CTSS, CTSH, TPP1, NEU1, GALNS, FUCA1, NPC2, AP1S1, ABCA2, CTSB, CTSD, CD68, CD63, CLTCL1, CTSA, LIPA, TCIRG1",0.450996737974212,0.165579296318467,FALSE
"H520","Input","KEGG_MAPK_SIGNALING_PATHWAY",0.30889,0.85,0.701,3881,1,"CACNA1E, FGF3, FGF19, FGF4, FGF21, CACNA2D3, MAP2K5, FGF20, TAOK1, GADD45G, PAK2, FGF9, PAK1, MKNK2, MAP2K1, FGFR1, NLK, ATF4, MAP2K7, MAP2K2, MAP3K13, RPS6KA6, ATF2, TGFB2, BRAF, MAP3K4, MAP3K2, DUSP16, MAPKAPK5, MAP2K6, RAF1, MAPK8IP3, MAPK9, IL1R2, ECSIT, SOS1, MAP3K7, FGFR3, PLA2G12A, DUSP14, DUSP6, PPP3R1, MAP4K3, NF1, RPS6KA2, PRKX, CACNA1B, PRKACB, FGF22, FGF13, TAOK2, PLA2G3, MAP4K1, HSPA1L, MAP4K2, SOS2, AKT2",0.154281982033341,0,FALSE
"H520","Input","KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG",0.38264,1.07,0.35,445,0.91,"FOXA2, ONECUT1",0.455931955649724,0.0409586076789064,FALSE
"H520","Input","KEGG_MELANOGENESIS",0.36435,1.02,0.422,6351,0.828,"KITLG, DVL3, TCF7, ADCY7, FZD1, MAP2K1, MAP2K2, LEF1, WNT11, CREB1, TCF7L2, MC1R, RAF1, FZD3, CREBBP, DCT, CTNNB1, PRKX, ADCY1, PRKACB, FZD10, CALML5, GSK3B, WNT8B, PLCB1, CAMK2G, GNAI1, CREB3L4, PRKACA, WNT5A, CALML6, EP300, MAPK1, CALML3, CREB3, CAMK2A, CALM3, FZD8, FZD6, WNT16, WNT2B, DVL1",0.374687549038326,0.0819696632151199,FALSE
"H520","Input","KEGG_MELANOMA",0.48653,1.35,0.101,3954,0.656,"FGF3, FGF19, FGF4, IGF1, FGF21, FGF20, FGF9, MAP2K1, FGFR1, MAP2K2, PIK3CA, BRAF, RAF1, E2F2, PIK3CB, FGF22, FGF13, CDKN2A, PIK3R2, AKT2, E2F1",0.995678626217357,0.18309616062434,FALSE
"H520","Input","KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450",0.23149,0.648,0.953,3224,1,"UGT2A1, AKR1C1, AKR1C2, ALDH3A1, GSTA4, AKR1C3, CYP1A1, EPHX1, ADH5",0.0209070993616736,0,FALSE
"H520","Input","KEGG_MISMATCH_REPAIR",0.37097,1.03,0.402,7112,0.823,"RFC4, POLD3, EXO1, RFC1, PMS2, RFC5, RPA4, MSH6, POLD2, RPA2, RFC3, RPA3, MSH2, RFC2",0.39577394691553,0.0846001647877302,FALSE
"H520","Input","KEGG_MTOR_SIGNALING_PATHWAY",0.53531,1.48,0.0511,3881,0.663,"IGF1, EIF4EBP1, RPS6KA6, TSC2, PIK3CA, PDPK1, BRAF, STK11, MLST8, EIF4E, ULK1, MTOR, DDIT4, EIF4E2, PIK3CB, ULK3, RPS6KA2, VEGFA, RPS6KB2, RPS6, PIK3R2, EIF4B, AKT2",1.29157909986529,0.178486471595227,FALSE
"H520","Input","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY",0.25675,0.711,0.87,2852,1,"IFNA5, SYK, PRF1, PAK1, NFATC3, MAP2K1, ULBP1, MAP2K2, PIK3CA, PTPN11, BRAF, IFNAR1, RAF1, FYN, SOS1, PPP3R1, PIK3CB",0.0604807473813815,0,FALSE
"H520","Input","KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION",0.39605,1.1,0.318,2107,0.892,"GPR50, GRM8, GRIK3, GPR83, GRM3, NMUR2, CHRM3, OPRD1, GABRA3, PTH2R, ADRA2C, HTR2C, GABRR2, LPAR6, SCTR, GABRG2, MCHR2, GABRR1, CHRNA7, P2RY11, GALR2, PTGER4, GABRQ, GALR3, LTB4R2, MC1R, LTB4R, P2RY14, ADRB1",0.497572880015567,0.0496351456238769,FALSE
"H520","Input","KEGG_NEUROTROPHIN_SIGNALING_PATHWAY",0.21165,0.592,0.961,5375,1,"MAP2K5, SH2B1, MAP2K1, ATF4, MAP2K7, MAP2K2, RPS6KA6, PIK3CA, PTPN11, PDPK1, BRAF, RAF1, MAPK9, SOS1, PIK3CB, RPS6KA2, RIPK2, NFKBIB, CALML5, GSK3B, SOS2, PIK3R2, AKT2, CAMK2G, PRDM4, IRAK1, CRKL, NTRK2, BEX3, FASLG, CALML6, TP73, PSEN1, MAPK1",0.0172766123314547,0,FALSE
"H520","Input","KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM",-0.27808,-1.01,0.365,15820,0.725,"NT5M, PNP, BST1, NAMPT, NT5C2, AOX1, ENPP1, QPRT, NMNAT2, NNMT, NT5E",0.437707135543525,0.139661993429006,FALSE
"H520","Input","KEGG_NITROGEN_METABOLISM",0.56754,1.58,0.0328,1340,0.754,"CA6, CA7, GLUD2, CA8, ASNS",1.48412615628832,0.122628654130226,FALSE
"H520","Input","KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY",-0.29362,-1.09,0.253,16189,0.746,"NLRP3, NOD1, IKBKB, CCL5, IL1B, TNFAIP3, TAB3, IL6, CXCL1, MAPK11, CXCL2, CASP1, CXCL8, BIRC3, CARD6, IL18, NLRP1, TRIP6",0.596879478824182,0.127261172527331,FALSE
"H520","Input","KEGG_NON_HOMOLOGOUS_END_JOINING",0.46733,1.31,0.117,7316,0.592,"XRCC5, RAD50, POLL, DNTT, MRE11, FEN1, LIG4, DCLRE1C, NHEJ1, XRCC6",0.931814138253838,0.22767829327708,FALSE
"H520","Input","KEGG_NON_SMALL_CELL_LUNG_CANCER",0.26708,0.751,0.857,5613,1,"MAP2K1, MAP2K2, PIK3CA, PDPK1, BRAF, RAF1, SOS1, E2F2, PIK3CB, CDKN2A, SOS2, PIK3R2, AKT2, E2F1, RB1, TGFA, CDK6, EGF, MAPK1, E2F3",0.0670191780768018,0,FALSE
"H520","Input","KEGG_NOTCH_SIGNALING_PATHWAY",0.37491,1.03,0.409,5494,0.823,"DVL3, MAML1, MAML2, CTBP1, LFNG, CREBBP, CIR1, RFNG, APH1A, PSEN2, DTX3, MAML3, KAT2A, EP300, HDAC2, ADAM17, PSEN1, SNW1, CTBP2",0.388276691992658,0.0846001647877302,FALSE
"H520","Input","KEGG_NUCLEOTIDE_EXCISION_REPAIR",0.33699,0.93,0.562,5873,0.953,"RFC4, POLD3, ERCC4, RAD23A, GTF2H3, ERCC3, CUL4B, RFC1, CCNH, POLE, RFC5, RPA4, POLE4, XPC, DDB2, POLE3, POLD2, RPA2, DDB1, RFC3",0.250263684430939,0.0209070993616736,FALSE
"H520","Input","KEGG_N_GLYCAN_BIOSYNTHESIS",0.38059,1.05,0.382,6489,0.867,"MGAT5, MAN1A1, MAN2A1, B4GALT2, ALG3, RPN1, ST6GAL1, MOGS, ALG9, ALG13, STT3B, MAN2A2, B4GALT3, RPN2, ALG1, GANAB, DOLPP1, ALG10B, MGAT4A, ALG5, ALG12, RFT1, MAN1C1, MGAT4B, STT3A",0.417936637088291,0.0619809025237897,FALSE
"H520","Input","KEGG_OLFACTORY_TRANSDUCTION",0.37001,1.02,0.412,1297,0.828,"OR10S1, OR6T1, OR4D5, OR2B3, OR6B2, OR5M11, OR10AD1, OR11H6, OR8S1, OR10AG1, OR13J1, GNAL, OR1J1",0.385102783966865,0.0819696632151199,FALSE
"H520","Input","KEGG_ONE_CARBON_POOL_BY_FOLATE",0.56465,1.56,0.0245,6339,0.711,"MTHFD2, SHMT2, ALDH1L1, GART, MTHFD1L, MTHFD2L, MTHFR, MTFMT, FTCD, DHFR, MTHFS",1.61083391563547,0.148130399270234,FALSE
"H520","Input","KEGG_OOCYTE_MEIOSIS",0.41586,1.16,0.238,5042,0.77,"IGF1, ADCY7, ITPR1, PPP2CA, MAP2K1, CDC23, RPS6KA6, PPP1CC, ESPL1, CDC20, CCNB2, CDK1, PLK1, PPP2R1B, CDC25C, STAG3, PPP3R1, MAD2L1, PKMYT1, RPS6KA2, PRKX, ANAPC7, ADCY1, PRKACB, ANAPC1, PPP2R5E, CALML5, SGO1, PPP1CB, CDC27, BUB1, AR, MAD2L2, CAMK2G, FBXW11, PPP2R5D, SKP1, ANAPC11, PRKACA, CALML6",0.623423042943488,0.113509274827518,FALSE
"H520","Input","KEGG_OTHER_GLYCAN_DEGRADATION",-0.46682,-1.71,0.0426,17370,0.725,"MAN2B2, GLB1, HEXB, NEU1, FUCA1",1.37059040089728,0.139661993429006,FALSE
"H520","Input","KEGG_OXIDATIVE_PHOSPHORYLATION",0.40796,1.14,0.242,5601,0.821,"ATP4A, NDUFS5, ATP6V0B, ATP5ME, ATP6V0A2, ATP6V1E2, NDUFS7, NDUFB10, PPA1, COX4I1, COX11, UQCR11, SDHB, NDUFA2, NDUFA10, ATP5F1D, NDUFA11, NDUFA9, COX7C, COX7A2L, NDUFA7, ATP6V1G2, ATP5F1C, ATP6V0C, UQCRQ, ATP6V1H, NDUFA4L2, COX5A, NDUFAB1, NDUFC2, ATP5MC3, NDUFB6, NDUFB7, UQCRC2, NDUFS6, NDUFA4, NDUFS3, NDUFA1, UQCRHL, NDUFB9, CYC1, ATP6V0E2, ATP6V0A1, NDUFB1, NDUFC1, UQCRB, ATP6V1A, ATP5F1A, NDUFV1, NDUFB5",0.616184634019569,0.0856568428805592,FALSE
"H520","Input","KEGG_O_GLYCAN_BIOSYNTHESIS",0.38591,1.08,0.349,1096,0.928,"GALNT10, GALNT13, GCNT1, GALNT6",0.45717457304082,0.0324520237811379,FALSE
"H520","Input","KEGG_P53_SIGNALING_PATHWAY",0.29023,0.806,0.756,2571,1,"IGF1, GADD45G, SESN2, SIAH1, RPRM, COP1, TSC2, CCNB2, CDK1, TP53AIP1, CHEK1, CCNG1, ATM",0.121478204498793,0,FALSE
"H520","Input","KEGG_PANCREATIC_CANCER",-0.29123,-1.06,0.374,17729,0.751,"RALBP1, RALGDS, TGFB3, PGF, VEGFC, JAK1, RAC2, TP53, PIK3CD, CDC42, PLD1, TGFB1, ERBB2, EGFR, TGFBR2, RALB",0.42712839779952,0.124360062995832,FALSE
"H520","Input","KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS",0.28974,0.811,0.761,6096,1,"PANK3, PPCDC, COASY, PPCS, PANK4, PANK1, PANK2",0.118615343229427,0,FALSE
"H520","Input","KEGG_PARKINSONS_DISEASE",0.40031,1.11,0.296,6850,0.873,"NDUFS5, SLC18A2, SLC25A4, NDUFS7, NDUFB10, COX4I1, UQCR11, SDHB, NDUFA2, VDAC2, NDUFA10, VDAC1, ATP5F1D, NDUFA9, COX7C, COX7A2L, NDUFA7, SLC25A5, ATP5F1C, UQCRQ, PPID, UCHL1, NDUFA4L2, UBE2J2, COX5A, NDUFAB1, NDUFC2, ATP5MC3, NDUFB6, NDUFB7, UQCRC2, PARK7, NDUFS6, NDUFA4, NDUFS3, NDUFA1, UQCRHL, NDUFB9, CYC1, NDUFB1, NDUFC1, UQCRB, ATP5F1A, NDUFV1, NDUFB5, UBE2J1, UBE2L6, PINK1, CASP9, UQCRFS1, COX8A, NDUFS1, NDUFA6, CASP3, COX6A1, SNCA, COX7B, ATP5MC2",0.528708288941061,0.0589857562944303,FALSE
"H520","Input","KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION",-0.32967,-1.18,0.214,16265,0.766,"TUBB8, ACTG1, TLR4, TUBB4B, TLR5, TUBB, ARPC5, PRKCA, ARPC1B, ARPC2, CLDN1, ITGB1, CDC42, TUBB6, ACTB, RHOA, TUBA4A",0.669586226650809,0.115771230367396,FALSE
"H520","Input","KEGG_PATHWAYS_IN_CANCER",0.28208,0.787,0.795,4222,1,"FGF3, FGF19, FGF4, IGF1, ZBTB16, FGF21, KITLG, CTNNA2, DVL3, AXIN2, TCF7, FGF20, SHH, FGF9, APC, FZD1, RUNX1, MAP2K1, FGFR1, DAPK2, MAP2K2, LEF1, VHL, WNT11, CTBP1, TCF7L2, LAMC1, PIK3CA, TGFB2, BRAF, RAF1, FZD3, PIAS4, MAPK9, CREBBP, PTCH2, MTOR, CTNNA1, EGLN2, CBL, SOS1, SMAD4, FGFR3, XIAP, EGLN1, E2F2, AXIN1, PIK3CB, CTNNB1, RAD51, ELOB, FH, VEGFA, SKP2, FGF22, TRAF4, SLC2A1, FZD10, FGF13, CKS1B, BIRC5, ARNT, ARNT2, CDKN2A, GSK3B, APPL1, SOS2, PIK3R2, AKT2, TPR, BMP4, E2F1, EPAS1, TGFBR1, WNT8B, AR, RAC3, RB1, PTK2",0.0996328713435297,0,FALSE
"H520","Input","KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS",0.25667,0.725,0.878,2705,1,"UGT2A1, DCXR",0.0565054840938974,0,FALSE
"H520","Input","KEGG_PENTOSE_PHOSPHATE_PATHWAY",-0.323,-1.17,0.185,18666,0.692,"DERA, PFKP, PGM1",0.732828271596986,0.159893905543242,FALSE
"H520","Input","KEGG_PEROXISOME",0.35016,0.974,0.495,2893,0.906,"HAO2, PIPOX, PRDX1, SOD1, MPV17L, PEX12, PEX2, IDH1, PECR, SLC27A2, PEX14, PEX5, PEX11G, ABCD4, PEX16",0.305394801066431,0.0428718023231869,FALSE
